	qid	question	timestamp
5490	8310	Got a large cash sum, wanna buy stocks. Should I buy all at once, or spread it over time?	Apr 3 '11 at 13:09
5491	8311	How do leveraged ETFs (index tracking) set intraday pricing?	Jan 2 '16 at 23:25
5492	8316	where to get stock price forecast	Jul 5 '12 at 22:45
5493	8317	Stability of a Broker: What if your broker goes bankrupt? Could you lose equity in your account?	Feb 4 '10 at 13:12
5494	8318	What Happens to Bank Stocks If Country Defaults	Sep 27 '11 at 5:05
5495	8321	How do straddles that involve selling options protect against early assignment?	Jun 26 '11 at 5:49
5496	8325	Is foreign stock considered more risky than local stock and why?	Oct 17 '16 at 13:46
5497	8327	Advice for a college student interested in investment opportunities.	Jul 19 '15 at 20:46
5498	8329	Stock spread: wide vs. narrow?	Apr 8 '11 at 18:09
5499	8332	Why do put option prices go higher when the underlying stock tanks (drops)?	Sep 10 '11 at 21:46
5500	8333	Is Stock Trading legal for a student on F-1 Visa doing CPT in USA?	Nov 7 at 20:28
5501	8336	Possible to purchase multiple securities on 1 transaction?	Jan 27 '14 at 19:47
5502	8341	Wash sales + restricted stock in USA: grant date or vesting date?	Nov 13 '13 at 14:51
5503	8342	May 6, 2010 stock market decline/plunge: Why did it drop 9% in a few minutes?	Sep 17 '10 at 2:23
5504	8347	Can I buy stocks directly from a public company?	Feb 25 '16 at 14:00
5505	8349	What is the tax liability from an inheritance from a trust and reported on a K-1 form?	Nov 10 at 19:01
5506	8351	What happens when a calendar spread is assigned in a non-margin account?	Jul 10 '16 at 11:28
5507	8352	What's the difference between stocks and shares?	Jan 25 '16 at 2:22
5508	8354	If you want to trade an equity that reflects changes in VIX, what is a good proxy for it?	Jul 3 '12 at 18:47
5509	8355	How to calculate the standard deviation of stock returns?	Jun 10 '13 at 16:18
5510	8358	What option-related strategies are better suited to increasing return potential?	Feb 13 '12 at 14:18
5511	8362	How should I report my RSUs in my tax return	Jun 21 '11 at 3:03
5512	8363	Dividend Yield	what is my monthly pay out
5513	8365	Mutual Fund with Dividends	Jul 21 at 14:03
5514	8367	Why do more floating shares mean less volatility for the stock?	May 14 '13 at 14:53
5515	8374	What is the benefit of investing in retirement plan versus investing directly in stocks yourself?	May 23 at 14:30
5516	8375	When does selling (writing) options count for tax purposes?	Dec 23 '10 at 21:22
5517	8378	Should I wait a few days to sell ESPP Stock?	Apr 13 at 12:25
5518	8380	Break Even On Options Contracts	Jan 25 at 17:35
5519	8381	How much of my capital should I spend on subscribing to a stock research company?	Mar 9 '15 at 21:29
5520	8382	Any advantage to exercising ISO's in company that is not yet public?	Oct 29 '10 at 15:16
5521	8383	What happens if a company you hold short merges with another company?	Mar 12 '14 at 15:20
5522	8388	Does the P/E ratio not apply to bond ETFs?	Aug 27 '15 at 18:43
5523	8393	What does pink-sheet mean related to stocks?	Mar 24 '11 at 15:29
5524	8395	Dealing with event driven market volatility	Jul 6 '16 at 18:50
5525	8396	Tax implications of restricted stock units	Apr 13 at 12:25
5526	8398	How to hedge a long stock position that does not have options	Apr 1 '15 at 20:17
5527	8403	What happens to public shareholders when a public stock goes private?	Oct 13 '12 at 12:08
5528	8414	Are there any caveats to withdrawing funds from brokerage?	Apr 25 '15 at 17:18
5529	8415	Can I donate short-stock to charity?	Nov 3 '15 at 21:28
5530	8416	Online stock screener to find stocks that are negatively correlated to another stock/index? 	Jan 12 '14 at 23:58
5531	8418	(United Kingdom) Multiple Stock ISAs?	Mar 5 '14 at 15:05
5532	8422	How risky are penny stocks?	Nov 16 '12 at 14:32
5533	8423	What does “a stock pays a dividend of 3%” mean?	Nov 3 '11 at 3:57
5534	8428	When writing a covered call, what's the difference between a “net debit” and a “net credit”?	Feb 26 '14 at 20:19
5535	8431	Does an option trading below parity always indicate an arbitrage opportunity?	Jul 9 at 1:15
5536	8432	When do I need to return short stock to the lender	Mar 30 '15 at 1:19
5537	8433	Why are there hidden bids and offers in the US stock market for the more illiquid stocks?	Feb 11 '16 at 6:43
5538	8435	Premium classification when selling covered calls in a traditional IRA?	Apr 21 '11 at 19:50
5539	8437	Who gets the dividend when a stock is bought/sold around the ex-dividend date? [duplicate]	Aug 6 '16 at 21:23
5540	8439	Are investor's preference for dividends justified?	Jan 11 '15 at 12:01
5541	8442	How do you get your Canadian stock information?	Jul 21 '14 at 20:43
5542	8444	Am I doing the math for this covered call/long put strategy correctly? What risks do I run with this strategy?	Mar 19 '14 at 17:03
5543	8446	What are the pros and cons of investing in a closed-end fund?	Jul 19 '11 at 12:25
5544	8449	Is it possible to make money off of a private company?	Dec 26 '16 at 19:31
5545	8451	What's the difference between Buy and Sell price on the stock exchange [duplicate]	Feb 5 '16 at 9:12
5546	8452	Questrade - What happens if I buy U.S. stock with Canadian money?	Jul 17 '14 at 13:11
5547	8454	Choose online stock trading companies	Apr 12 '15 at 6:31
5548	8456	What typically happens to unvested stock during an acquisition?	Apr 27 '10 at 21:18
5549	8461	How much percent of my salary should I use to invest in company stock?	May 16 '14 at 0:01
5550	8464	Tracking Gold and Silver (or any other commodity investment) in Quicken 2010?	Aug 27 '10 at 20:40
5551	8466	In what ways is IEX different than a typical dark pool or a typical exchange?	Apr 4 '14 at 22:58
5552	8467	What else besides fees should I consider in rebalancing my fund portfolio's asset allocation?	Jul 15 '12 at 19:22
5553	8468	Optimal balence of 401K and charitable savings	Mar 30 '15 at 16:46
5554	8470	What ways are there to invest in stocks, options, indexes, etc, and where should one start (what funds)?	Apr 14 '13 at 23:55
5555	8471	Using Loan to Invest - Paying Monthly Installments with Monthly Income	Apr 13 at 12:25
5556	8473	More money towards down payment versus long-term investments	Feb 11 '11 at 16:02
5557	8474	Which mutual funds is Dave Ramsey talking about in The Total Money Makeover? [duplicate]	Apr 13 at 12:25
5558	8475	Why I cannot find a “Pure Cash” option in 401k investments?	Feb 20 '15 at 14:42
5559	8476	Trading US stocks from India	Oct 3 '13 at 8:15
5560	8480	Why can I see/trade VIX but not S&P/TSX 60 VIX?	Sep 15 '15 at 16:42
5561	8482	Any difficulties in doing deceased relative's taxes?	Mar 29 '16 at 19:39
5562	8485	What percentage of my money should I invest outside my country?	Nov 18 '15 at 16:24
5563	8486	Investing / Options idiot - how can I get out of this position?	May 9 at 16:31
5564	8497	Cashing in stocks for house downpayment	Jan 23 '12 at 14:34
5565	8498	What is a decent rate of return for investing in the markets?	Nov 8 '10 at 11:03
5566	8499	Why do stock brokers charge fees	Sep 26 '15 at 13:25
5567	8501	How does the value of an asset (valued in two different currencies) change when the exchange rate changes?	Aug 4 '14 at 15:29
5568	8503	Does dollar cost averaging really work?	Apr 16 '13 at 12:28
5569	8504	Are 'per trade' fees charged on every order or just once per stock?	Oct 29 '15 at 21:19
5570	8506	Naked calls and buying the stock later	Oct 12 at 13:07
5571	8507	When to sell a stock?	Aug 10 '10 at 19:12
5572	8512	Is it possible to transfer stock I already own into my Roth IRA without having to sell the stock?	Oct 10 '11 at 14:49
5573	8513	Buy on dip when earnings fail?	Oct 29 '15 at 0:25
5574	8514	How to acquire skills required for long-term investing?	Jul 30 at 4:33
5575	8521	Why would people sell a stock below the current price?	Aug 28 '13 at 13:41
5576	8522	Are buyouts always for higher than the market value of a stock?	Jul 21 '11 at 23:48
5577	8524	Where to find detailed information about stock?	Sep 12 '16 at 3:04
5578	8525	If there's no volume discount, does buying in bulk still make sense?	Nov 8 '09 at 23:43
5579	8529	what is the timezone that yahoo uses for stock information	Jan 12 '15 at 5:29
5580	8530	Common Stock Options Value	Apr 13 at 12:25
5581	8531	Does FIFO cost basis applies across multiple accounts?	Mar 26 '14 at 19:11
5582	8532	What do these options trading terms mean?	Jun 2 '11 at 19:01
5583	8534	TFSA over-contributions: How would the penalty apply in this scenario?	Aug 4 '11 at 13:23
5584	8535	why do energy stocks trade at lower prices compared to other sectors?	Dec 17 '15 at 3:38
5585	8536	Is it better to use DRIP or invest when stock drops before ex-date?	Jan 20 at 22:15
5586	8537	What is an “Options Account”?	Jul 7 '16 at 1:31
5587	8539	Can the risk of investing in an asset be different for different investors?	Sep 25 '12 at 11:07
5588	8541	stock(paper) delivery to home	Aug 23 at 11:52
5589	8543	How do stocks like INL (traded in Frankfurt) work?	Sep 25 at 6:30
5590	8544	Strategies to recover from a bad short-term call options purchase where the underlying dropped instead?	Oct 3 '11 at 14:44
5591	8545	Is the Investopedia simulator an accurate representation of real stock trading?	Nov 14 at 18:04
5592	8546	What to do with your savings in Japan	Sep 7 '16 at 10:23
5593	8548	Expiring 401(k) Stock Option and Liquidation Implications	Jul 29 at 19:37
5594	8549	How to explain quick price changes early in the morning	Jun 20 '16 at 0:57
5595	8552	What happens to internal stock when a company goes public?	Oct 13 '14 at 20:41
5596	8553	A stock just dropped 8% in minutes and now all of a sudden the only way to buy is on the ask, what does this mean?	May 18 '15 at 20:43
5597	8554	What is my next step with investing, given a signing bonus of restricted stock units?	Apr 14 '11 at 19:49
5598	8556	Why is Insider Trading Illegal?	May 12 '11 at 17:58
5599	8559	How does a dividend announcement affect a option straddle position	May 4 '15 at 0:21
5600	8561	Buy stock in Canadian dollars or US?	Oct 3 at 13:26
5601	8562	How can I invest my $100?	Mar 16 '12 at 5:32
5602	8563	Historically how do share prices perform after mass selling after an employee reward scheme?	May 3 '16 at 12:17
5603	8565	BATS/Chi-X Europe Smart Order routing 	Sep 13 '16 at 12:50
5604	8566	Diversification reduces risk, but does this base on the assumption that expected return of each asset is always in proportion to its risk?	Mar 23 at 23:30
5605	8568	Will I receive a 1099-B if I bought stocks but didn't sell?	Feb 4 '14 at 22:55
5606	8570	Analysis of Valuation-Informed Indexing?	Aug 18 '11 at 20:24
5607	8571	Can a dividend reinvestment plan (DRIP) and share purchase plan (SPP) be used with a TFSA?	Apr 19 '15 at 16:33
5608	8573	How does a stock operate when it is listed between two exchanges?	May 8 '14 at 14:32
5609	8574	why would someone buy or sell just a few shares in stocks 	Jan 13 at 22:40
5610	8577	Is there a government-mandated resource that lists the shareholders of a public company?	Nov 8 '16 at 15:34
5611	8580	What does volume and huge daily price increases say about stock prices?	Feb 9 '16 at 5:52
5612	8585	Auto balancing portfolio through new purchases	Aug 15 at 18:01
5613	8587	Is Peter Lynch talking about the Dividend Adjusted PEG Ratio in this quote?	Jun 1 '16 at 17:35
5614	8592	Tax implications of exercising ISOs and using proceeds to exercise more ISOs	Oct 13 at 23:16
5615	8593	How can I calculate how much an option would be worth after X days if the underlying stock changed by +/- $Y?	Nov 15 at 16:47
5616	8595	Can I buy stock of a company that just IPO	Feb 5 '16 at 9:28
5617	8598	Why did my number of shares of stock decrease?	Jul 8 '16 at 22:07
5618	8599	Why is the stock market closed on the weekend?	Feb 2 '14 at 0:57
5619	8602	How a company can afford to give away so many shares as part of its ESOP	Feb 1 '14 at 22:11
5620	8605	Does it make any sense to have individual stocks, bonds, preferred shares	Nov 7 at 14:38
5621	8608	What happens to unvested RSUs when a public company is bought out by private firm?	May 5 at 21:26
5622	8610	How do I invest in the S&P 500?	May 7 at 12:07
5623	8615	Why don't forced buy-ins of short sold stock happen much more frequently?	Mar 29 '15 at 0:50
5624	8616	How converted stock is taxed due to an acquisition	Aug 17 '12 at 22:57
5625	8617	Little hazy on how the entire RSU's and etrade works	Nov 23 '16 at 19:03
5626	8618	Does girlfriend have too much savings, time to invest?	Dec 22 '15 at 16:04
5627	8619	Buying and selling the same stock	Sep 7 '16 at 8:56
5628	8622	Class of shares specifically for retirement accounts with contribution limits	Apr 5 '16 at 3:45
5629	8628	Can I use same stock broker to buy stocks from different stock markets?	Feb 5 '16 at 9:13
5630	8630	Why does a stock price drop as soon an I purchase several thousand shares at market price?	Sep 18 '15 at 9:33
5631	8632	Is it best to exercise options shares when they vest, or wait	Jan 12 '16 at 14:58
5632	8635	Is there any flaw in this investment scheme?	May 24 at 4:37
5633	8638	Why are some long term investors so concerned about their entry price?	Apr 26 '13 at 13:32
5634	8640	When looking at a mutual fund, how can you tell if it is a traditional fund or an ETF?	Apr 13 at 12:25
5635	8642	How exactly is implied volatility assigned to an option's strike price?	Jul 10 at 17:04
5636	8643	How do the returns generated via Equity/Debt investment differ from the returns from a Mutual Fund based on Equity/Debt?	May 22 '14 at 4:42
5637	8644	Options price vs implied volatility - who drives who?	Aug 6 at 19:45
5638	8656	Wells Fargo Brokerage has no shares of stock to short	Feb 29 '12 at 18:27
5639	8662	Vanguard Mutual Funds — Diversification vs Share Class	Jul 27 at 23:03
5640	8663	Why can it be a bad idea to buy stocks after hours?	Dec 2 '12 at 8:56
5641	8669	Where can I buy European-style options?	Mar 23 '16 at 5:21
5642	8670	Investing for Dummys 	May 4 at 15:00
5643	8671	P/E (or similar) for index funds?	Jun 14 at 23:17
5644	8677	Data source for historical intra-day bid/ask price data for stocks? 	Feb 25 '12 at 17:47
5645	8679	Is CLM a stock or an ETF?	Nov 4 '15 at 23:14
5646	8680	What to do with small dividends in brokerage account?	Apr 2 '11 at 2:18
5647	8681	Do the nasdaq small cap stocks or penny stocks get promoted?	Sep 5 '16 at 0:33
5648	8685	Where can you find historical PEs of US indices?	Apr 13 at 12:25
5649	8687	How can IV give an indication of the markets opinion about a stock when there's no such thing as IV for a stock?	May 8 at 1:54
5650	8691	How are long-term/short-term capital gains tax calculated on restricted stock?	Feb 14 at 1:45
5651	8693	How much money do I need to have saved up for retirement?	Jan 9 '11 at 2:41
